Date/Time	SOI
1988-09	1.92
1988-10	1.35
1988-11	1.89
1988-12	1.08
1989-01	1.31
1989-02	0.80
1989-03	0.59
1989-04	2.18
1989-05	1.42
1989-06	0.81
1989-07	0.85
1989-08	-0.82
1989-09	0.52
1989-10	0.61
1989-11	-0.37
1989-12	-0.62
1990-01	-0.21
1990-02	-1.79
1990-03	-1.09
1990-04	-0.01
1990-05	1.40
1990-06	-0.07
1990-07	0.49
1990-08	-0.71
1990-09	-0.78
1990-10	-0.17
1990-11	-0.66
1990-12	-0.39
1991-01	0.45
1991-02	-0.06
1991-03	-1.35
1991-04	-1.55
1991-05	-1.61
1991-06	-0.79
1991-07	-0.14
1991-08	-1.07
1991-09	-1.64
1991-10	-1.55
1991-11	-0.73
1991-12	-2.03
1992-01	-2.85
1992-02	-1.05
1992-03	-2.85
1992-04	-2.06
1992-05	0.10
1992-06	-1.82
1992-07	-0.68
1992-08	-0.01
1992-09	0.06
1992-10	-2.03
1992-11	-0.81
1992-12	-0.73
1993-01	-0.93
1993-02	-0.96
1993-03	-1.13
1993-04	-2.29
1993-05	-0.48
1993-06	-2.18
1993-07	-1.11
1993-08	-1.73
1993-09	-0.78
1993-10	-1.57
1993-11	-0.12
1993-12	0.07
1994-01	-0.25
1994-02	-0.06
1994-03	-1.35
1994-04	-2.63
1994-05	-1.17
1994-06	-1.46
1994-07	-1.74
1994-08	-2.03
1994-09	-1.70
1994-10	-1.58
1994-11	-0.77
1994-12	-1.41
1995-01	-0.51
1995-02	-0.35
1995-03	-0.13
1995-04	-1.72
1995-05	-0.84
1995-06	-0.31
1995-07	0.36
1995-08	-0.11
1995-09	0.28
1995-10	-0.34
1995-11	0.00
1995-12	-0.73
1996-01	0.82
1996-02	-0.02
1996-03	0.53
1996-04	0.91
1996-05	0.57
1996-06	1.60
1996-07	0.61
1996-08	0.33
1996-09	0.66
1996-10	0.26
1996-11	-0.20
1996-12	0.69
1997-01	0.29
1997-02	1.21
1997-03	-1.09
1997-04	-1.55
1997-05	-2.31
1997-06	-3.02
1997-07	-0.95
1997-08	-2.31
1997-09	-1.55
1997-10	-1.69
1997-11	-1.24
1997-12	-1.13
